lemma,lemma_normalized,pos,gloss,example,example_english,source_url,source_name,flags
bitay,bitay,verb,"to hang to be or remain suspended to cause (something) to be suspended, as from a hook, hanger, or the like to execute (someone) by suspension from the neck to be executed by suspension by one's neck from a gallows, a tree, or other raised bar, attached by a rope tied into a noose to decorate (something) with hanging objects (computing) to stop responding to manual input devices such as keyboard and mouse (computing) to cause (a program or computer) to stop responding",,,https://en.wiktionary.org/wiki/bitay,wiktionary,
bitin,bitin,verb,"a snake; a legless reptile of the sub-order Serpentes with a long, thin body and a fork-shaped tongue",,,https://en.wiktionary.org/wiki/bitin,wiktionary,
bobo,bobo,verb,A materialistic person who affects an anti-materialistic persona.,,,https://en.wiktionary.org/wiki/bobo,wiktionary,
bokbok,bokbok,verb,a type of boring insect,,,https://en.wiktionary.org/wiki/bokbok,wiktionary,
budhi,budhi,verb,to betray,,,https://en.wiktionary.org/wiki/budhi,wiktionary,
bug-os,bug-os,verb,"complete, whole",,,https://en.wiktionary.org/wiki/bug-os,wiktionary,
bugalon,bugalon,verb,to be or become proud,,,https://en.wiktionary.org/wiki/bugalon,wiktionary,
bugas,bugas,verb,"milled rice, white rice",,,https://en.wiktionary.org/wiki/bugas,wiktionary,
bugay,bugay,verb,to give,,,https://en.wiktionary.org/wiki/bugay,wiktionary,
bugkos,bugkos,verb,"bundle, parcel",,,https://en.wiktionary.org/wiki/bugkos,wiktionary,
bugsay,bugsay,verb,"oar, paddle",,,https://en.wiktionary.org/wiki/bugsay,wiktionary,
bugto,bugto,verb,to snap; to fracture or break apart suddenly,,,https://en.wiktionary.org/wiki/bugto,wiktionary,
buhat,buhat,verb,raise; lift; act of picking up something heavy,,,https://en.wiktionary.org/wiki/buhat,wiktionary,
buhin,buhin,verb,subtraction,,,https://en.wiktionary.org/wiki/buhin,wiktionary,
buk-on,buk-on,verb,to cut or open,,,https://en.wiktionary.org/wiki/buk-on,wiktionary,
bukad,bukad,verb,to expand,,,https://en.wiktionary.org/wiki/bukad,wiktionary,
bukadkad,bukadkad,verb,to bloom,,,https://en.wiktionary.org/wiki/bukadkad,wiktionary,
buksan,buksan,verb,open,,,https://en.wiktionary.org/wiki/buksan,wiktionary,
bulag,bulag,verb,to separate; to cause (things or people) to be separate,,,https://en.wiktionary.org/wiki/bulag,wiktionary,
bulak,bulak,verb,An Indian nose ring usually worn by married women.,,,https://en.wiktionary.org/wiki/bulak,wiktionary,
bulakbol,bulakbol,verb,truancy,,,https://en.wiktionary.org/wiki/bulakbol,wiktionary,
bulang,bulang,verb,cockfight,,,https://en.wiktionary.org/wiki/bulang,wiktionary,
buli,buli,verb,(botany) fluttering elm (Ulmus laevis),,,https://en.wiktionary.org/wiki/buli,wiktionary,
buligan,buligan,verb,third-person plural present indicative of buligar,,,https://en.wiktionary.org/wiki/buligan,wiktionary,
buling,buling,verb,"dirt, soot, stain",,,https://en.wiktionary.org/wiki/buling,wiktionary,
bulung,bulung,verb,"drug, medicine",,,https://en.wiktionary.org/wiki/bulung,wiktionary,
bulus,bulus,verb,the beginning of a flood in a flooded river,,,https://en.wiktionary.org/wiki/bulus,wiktionary,
bunit,bunit,verb,"(fishing): angle, hook",,,https://en.wiktionary.org/wiki/bunit,wiktionary,
buntug,buntug,verb,stye,,,https://en.wiktionary.org/wiki/buntug,wiktionary,
bunggo,bunggo,verb,alternative form of bangga,,,https://en.wiktionary.org/wiki/bunggo,wiktionary,
burnil,burnil,verb,to polish; to shine,,,https://en.wiktionary.org/wiki/burnil,wiktionary,
buta,buta,verb,Alternative form of boteh.,,,https://en.wiktionary.org/wiki/buta,wiktionary,
butho,butho,verb,to arrive suddenly and unannounced; to plump in,,,https://en.wiktionary.org/wiki/butho,wiktionary,
buti,buti,verb,"barrel, cask",,,https://en.wiktionary.org/wiki/buti,wiktionary,
butok,butok,verb,to make or force an animal to lie down on its side,,,https://en.wiktionary.org/wiki/butok,wiktionary,
butok-butok,butok-butok,verb,diligent,,,https://en.wiktionary.org/wiki/butok-butok,wiktionary,
buung,buung,verb,"broken, smashed",,,https://en.wiktionary.org/wiki/buung,wiktionary,
buy-an,buy-an,verb,"escape, to let to get away",,,https://en.wiktionary.org/wiki/buy-an,wiktionary,
buyagyag,buyagyag,verb,"betray, expose, make public, tell",,,https://en.wiktionary.org/wiki/buyagyag,wiktionary,
buyayaw,buyayaw,verb,to curse; to swear,,,https://en.wiktionary.org/wiki/buyayaw,wiktionary,
buylog,buylog,verb,accompany,,,https://en.wiktionary.org/wiki/buylog,wiktionary,
buyot,buyot,verb,a woven bag,,,https://en.wiktionary.org/wiki/buyot,wiktionary,
dab-ot,dab-ot,verb,to reach out,,,https://en.wiktionary.org/wiki/dab-ot,wiktionary,
dabadaba,dabadaba,verb,kindling,,,https://en.wiktionary.org/wiki/dabadaba,wiktionary,
dabdab,dabdab,verb,"kindle, light",,,https://en.wiktionary.org/wiki/dabdab,wiktionary,
dag-on,dag-on,verb,year,,,https://en.wiktionary.org/wiki/dag-on,wiktionary,
dagas,dagas,verb,lunge,,,https://en.wiktionary.org/wiki/dagas,wiktionary,
dagat,dagat,verb,sea,,,https://en.wiktionary.org/wiki/dagat,wiktionary,
dagsang,dagsang,verb,lunge,,,https://en.wiktionary.org/wiki/dagsang,wiktionary,
dagumak,dagumak,verb,to wear out from frequent use,,,https://en.wiktionary.org/wiki/dagumak,wiktionary,
dagyang,dagyang,verb,"enjoy oneself, frolic",,,https://en.wiktionary.org/wiki/dagyang,wiktionary,
dahog,dahog,verb,"shoot, tendril",,,https://en.wiktionary.org/wiki/dahog,wiktionary,
dakup,dakup,verb,"to catch, to apprehend, to arrest, to capture",,,https://en.wiktionary.org/wiki/dakup,wiktionary,
dala,dala,verb,"(historical) The currency of Hawaii between 1847 and 1898, equal to the United States dollar.",,,https://en.wiktionary.org/wiki/dala,wiktionary,
dalang-dalang,dalang-dalang,verb,astray,,,https://en.wiktionary.org/wiki/dalang-dalang,wiktionary,
dalaw,dalaw,verb,"visit, visitation",,,https://en.wiktionary.org/wiki/dalaw,wiktionary,
daldal,daldal,verb,"loquacity, talkativeness",,,https://en.wiktionary.org/wiki/daldal,wiktionary,
dalhon,dalhon,verb,to bring; to carry,,,https://en.wiktionary.org/wiki/dalhon,wiktionary,
dalin-as,dalin-as,verb,"skid, slip, slide",,,https://en.wiktionary.org/wiki/dalin-as,wiktionary,
dalok,dalok,verb,"greedy, gluttonous",,,https://en.wiktionary.org/wiki/dalok,wiktionary,
dalum,dalum,verb,(of depth) deep,,,https://en.wiktionary.org/wiki/dalum,wiktionary,
daman,daman,verb,The rock hyrax.,,,https://en.wiktionary.org/wiki/daman,wiktionary,
damgohon,damgohon,verb,to dream,,,https://en.wiktionary.org/wiki/damgohon,wiktionary,
damo,damo,verb,"(chess, card games) queen",,,https://en.wiktionary.org/wiki/damo,wiktionary,
dampig,dampig,verb,"aid, help, support",,,https://en.wiktionary.org/wiki/dampig,wiktionary,
dangat,dangat,verb,(Naga) love; affection; endearment,,,https://en.wiktionary.org/wiki/dangat,wiktionary,
dangaw,dangaw,verb,"a handspan (the distance measured by a human hand, from the tip of the thumb to the tip of the little finger)",,,https://en.wiktionary.org/wiki/dangaw,wiktionary,
danggot,danggot,verb,wean,,,https://en.wiktionary.org/wiki/danggot,wiktionary,
dapig,dapig,verb,"companion, partner",,,https://en.wiktionary.org/wiki/dapig,wiktionary,
dapit,dapit,verb,regarding; about,,,https://en.wiktionary.org/wiki/dapit,wiktionary,
daplos,daplos,verb,"(Legazpi, Sorsogon) sweat, perspiration",,,https://en.wiktionary.org/wiki/daplos,wiktionary,
daroos,daroos,verb,a severe cough,,,https://en.wiktionary.org/wiki/daroos,wiktionary,
daskon,daskon,verb,cram,,,https://en.wiktionary.org/wiki/daskon,wiktionary,
daug,daug,verb,romanization of 𐌳𐌰𐌿𐌲,,,https://en.wiktionary.org/wiki/daug,wiktionary,
daut,daut,verb,nonstandard spelling of daot,,,https://en.wiktionary.org/wiki/daut,wiktionary,
dawat,dawat,verb,to receive,,,https://en.wiktionary.org/wiki/dawat,wiktionary,
dawdaw,dawdaw,verb,"turn, spin",,,https://en.wiktionary.org/wiki/dawdaw,wiktionary,
dawhat,dawhat,verb,receive,,,https://en.wiktionary.org/wiki/dawhat,wiktionary,
deskarga,deskarga,verb,unloading,,,https://en.wiktionary.org/wiki/deskarga,wiktionary,
dikta,dikta,verb,dictate,,,https://en.wiktionary.org/wiki/dikta,wiktionary,
dingot,dingot,verb,nominative plural of dingo,,,https://en.wiktionary.org/wiki/dingot,wiktionary,
dis-og,dis-og,verb,"jostle, push",,,https://en.wiktionary.org/wiki/dis-og,wiktionary,
dogsing,dogsing,verb,"to nudge or stroke, often flirtatiously",,,https://en.wiktionary.org/wiki/dogsing,wiktionary,
dohol,dohol,verb,"A type of percussion instrument used in Iran, Afghanistan and Kurdistan.",,,https://en.wiktionary.org/wiki/dohol,wiktionary,
dool,dool,verb,inflection of dolen: first-person singular present indicative (in case of inversion) second-person singular present indicative imperative,,,https://en.wiktionary.org/wiki/dool,wiktionary,possible_non_hiligaynon_inflection
duag,duag,verb,stave,,,https://en.wiktionary.org/wiki/duag,wiktionary,
dugang,dugang,verb,(formal) addition; act of adding something,,,https://en.wiktionary.org/wiki/dugang,wiktionary,
dugmok,dugmok,verb,"to break by applying pressure or weight, to crush",,,https://en.wiktionary.org/wiki/dugmok,wiktionary,
dugus,dugus,verb,the best part of a thing,,,https://en.wiktionary.org/wiki/dugus,wiktionary,
duha,duha,verb,two,,,https://en.wiktionary.org/wiki/duha,wiktionary,
duha-duha,duha-duha,verb,by pairs; two by two; two at a time,,,https://en.wiktionary.org/wiki/duha-duha,wiktionary,
duko,duko,verb,"stoop, act of bending over",,,https://en.wiktionary.org/wiki/duko,wiktionary,
dula,dula,verb,game,,,https://en.wiktionary.org/wiki/dula,wiktionary,
dulum,dulum,verb,darkness; gloom,,,https://en.wiktionary.org/wiki/dulum,wiktionary,
dulumugan,dulumugan,verb,swarm,,,https://en.wiktionary.org/wiki/dulumugan,wiktionary,
dumaay,dumaay,verb,fade,,,https://en.wiktionary.org/wiki/dumaay,wiktionary,
dumagaya,dumagaya,verb,flourish,,,https://en.wiktionary.org/wiki/dumagaya,wiktionary,
dumagsa,dumagsa,verb,the northeast monsoon,,,https://en.wiktionary.org/wiki/dumagsa,wiktionary,
dumar,dumar,verb,"tame, train",,,https://en.wiktionary.org/wiki/dumar,wiktionary,
dumayon,dumayon,verb,enter,,,https://en.wiktionary.org/wiki/dumayon,wiktionary,
dumdum,dumdum,verb,"A soft-nosed bullet that expands on impact to cause a gaping wound. March 1920, Alice Ballantine Kirjassoff, “FORMOSA THE BEAUTIFUL”, in National Geographic Magazine‎[1], page 267:He related to us how the savages make bullets from the heart of a very hard wood cured by a special process. These bullets are only effectual when fired from a short range, and when they lodge in the flesh they explode like dumdum bullets.(He here refers to Tim Soan, a Taiwanese aboriginal person)",,,https://en.wiktionary.org/wiki/dumdum,wiktionary,
dumili,dumili,verb,prohibit,,,https://en.wiktionary.org/wiki/dumili,wiktionary,
dumugo,dumugo,verb,bleed,,,https://en.wiktionary.org/wiki/dumugo,wiktionary,
dumugok,dumugok,verb,attend,,,https://en.wiktionary.org/wiki/dumugok,wiktionary,
dumukot,dumukot,verb,to stick,,,https://en.wiktionary.org/wiki/dumukot,wiktionary,
dumulog,dumulog,verb,pause,,,https://en.wiktionary.org/wiki/dumulog,wiktionary,
dumungka,dumungka,verb,"harbor, land",,,https://en.wiktionary.org/wiki/dumungka,wiktionary,
dunoton,dunoton,verb,crush,,,https://en.wiktionary.org/wiki/dunoton,wiktionary,
dupak,dupak,verb,"dirty, foul, obscene, smutty",,,https://en.wiktionary.org/wiki/dupak,wiktionary,
duyanon,duyanon,verb,swing,,,https://en.wiktionary.org/wiki/duyanon,wiktionary,
eksamen,eksamen,verb,"examination, exam (formal test)",,,https://en.wiktionary.org/wiki/eksamen,wiktionary,
eskuwela,eskuwela,verb,school; learning institute,,,https://en.wiktionary.org/wiki/eskuwela,wiktionary,
fuersa,fuersa,verb,"force, strength, vigor",,,https://en.wiktionary.org/wiki/fuersa,wiktionary,
gaang,gaang,verb,"to heat, warm",,,https://en.wiktionary.org/wiki/gaang,wiktionary,
gabuk,gabuk,verb,"rotten, decayed, decomposed",,,https://en.wiktionary.org/wiki/gabuk,wiktionary,
gabut,gabut,verb,"to pull out, to extract, to uproot",,,https://en.wiktionary.org/wiki/gabut,wiktionary,
galing,galing,verb,present participle and gerund of gale,,,https://en.wiktionary.org/wiki/galing,wiktionary,
gamit,gamit,verb,to use,,,https://en.wiktionary.org/wiki/gamit,wiktionary,
ganyat,ganyat,verb,past participle of ganyar,,,https://en.wiktionary.org/wiki/ganyat,wiktionary,
gapas,gapas,verb,sickle,,,https://en.wiktionary.org/wiki/gapas,wiktionary,
garuk,garuk,verb,filth,,,https://en.wiktionary.org/wiki/garuk,wiktionary,
gasolina,gasolina,verb,"gasoline, petrol (motor fuel)",,,https://en.wiktionary.org/wiki/gasolina,wiktionary,
gatasan,gatasan,verb,the spotfin lionfish (Pterois antennata),,,https://en.wiktionary.org/wiki/gatasan,wiktionary,
gatong,gatong,verb,firewood; fuel,,,https://en.wiktionary.org/wiki/gatong,wiktionary,
gaway,gaway,verb,tentacle,,,https://en.wiktionary.org/wiki/gaway,wiktionary,
gikas,gikas,verb,to cut off or diminish,,,https://en.wiktionary.org/wiki/gikas,wiktionary,
gisa,gisa,verb,"way, manner",,,https://en.wiktionary.org/wiki/gisa,wiktionary,
gision,gision,verb,"to rip, to tear",,,https://en.wiktionary.org/wiki/gision,wiktionary,
giyan,giyan,verb,"desire, inclination, liking for",,,https://en.wiktionary.org/wiki/giyan,wiktionary,
godgod,godgod,verb,"follow up, look for, search for",,,https://en.wiktionary.org/wiki/godgod,wiktionary,
gub-on,gub-on,verb,disrupt,,,https://en.wiktionary.org/wiki/gub-on,wiktionary,
guyod,guyod,verb,a drag,,,https://en.wiktionary.org/wiki/guyod,wiktionary,
habok,habok,verb,to swell,,,https://en.wiktionary.org/wiki/habok,wiktionary,
haboy,haboy,verb,"fling, hurl",,,https://en.wiktionary.org/wiki/haboy,wiktionary,
hagad,hagad,verb,to ask for something,,,https://en.wiktionary.org/wiki/hagad,wiktionary,
hagmak,hagmak,verb,fall down,,,https://en.wiktionary.org/wiki/hagmak,wiktionary,
hagna,hagna,verb,"motion, proposal",,,https://en.wiktionary.org/wiki/hagna,wiktionary,
haguk,haguk,verb,grasshopper (generic term),,,https://en.wiktionary.org/wiki/haguk,wiktionary,
hagumhum,hagumhum,verb,to hum or coo,,,https://en.wiktionary.org/wiki/hagumhum,wiktionary,
hagunung,hagunung,verb,boom,,,https://en.wiktionary.org/wiki/hagunung,wiktionary,
hagung,hagung,verb,"to hum, coo",,,https://en.wiktionary.org/wiki/hagung,wiktionary,
hagunghung,hagunghung,verb,a rumbling sound,,,https://en.wiktionary.org/wiki/hagunghung,wiktionary,
hagup,hagup,verb,to be tame,,,https://en.wiktionary.org/wiki/hagup,wiktionary,
halab,halab,verb,graze,,,https://en.wiktionary.org/wiki/halab,wiktionary,
halay,halay,verb,hang,,,https://en.wiktionary.org/wiki/halay,wiktionary,
halin,halin,verb,to transfer,,,https://en.wiktionary.org/wiki/halin,wiktionary,
halit,halit,verb,"(transitive, poetic) to cover",,,https://en.wiktionary.org/wiki/halit,wiktionary,
halokhok,halokhok,verb,grunt,,,https://en.wiktionary.org/wiki/halokhok,wiktionary,
halong,halong,verb,to handle with care,,,https://en.wiktionary.org/wiki/halong,wiktionary,
halunhun,halunhun,verb,"gulp down, swallow",,,https://en.wiktionary.org/wiki/halunhun,wiktionary,
hambadan,hambadan,verb,scorn,,,https://en.wiktionary.org/wiki/hambadan,wiktionary,
handa,handa,verb,prepared,,,https://en.wiktionary.org/wiki/handa,wiktionary,
hikog,hikog,verb,to hang oneself,,,https://en.wiktionary.org/wiki/hikog,wiktionary,
hiliugyon,hiliugyon,verb,to unite,,,https://en.wiktionary.org/wiki/hiliugyon,wiktionary,
hinlo,hinlo,verb,"smooth, level",,,https://en.wiktionary.org/wiki/hinlo,wiktionary,
hingap-us,hingap-us,verb,to commit suicide by hanging,,,https://en.wiktionary.org/wiki/hingap-us,wiktionary,
hiphip,hiphip,verb,bribe,,,https://en.wiktionary.org/wiki/hiphip,wiktionary,
hubu,hubu,verb,accusative singular of huba,,,https://en.wiktionary.org/wiki/hubu,wiktionary,
hukson,hukson,verb,"detach, dismount",,,https://en.wiktionary.org/wiki/hukson,wiktionary,
hutik,hutik,verb,whisper,,,https://en.wiktionary.org/wiki/hutik,wiktionary,
huyop,huyop,verb,to blow,,,https://en.wiktionary.org/wiki/huyop,wiktionary,
ikog,ikog,verb,tail,,,https://en.wiktionary.org/wiki/ikog,wiktionary,
ilig,ilig,verb,tooth,,,https://en.wiktionary.org/wiki/ilig,wiktionary,
itot,itot,verb,to have sexual intercourse with someone,,,https://en.wiktionary.org/wiki/itot,wiktionary,
iyot,iyot,verb,(vulgar) coitus; sexual intercourse,,,https://en.wiktionary.org/wiki/iyot,wiktionary,
kadton,kadton,verb,bite,,,https://en.wiktionary.org/wiki/kadton,wiktionary,
kalikog,kalikog,verb,to clean; to probe,,,https://en.wiktionary.org/wiki/kalikog,wiktionary,
kalis,kalis,verb,A Filipino sword akin to the kris.,,,https://en.wiktionary.org/wiki/kalis,wiktionary,
kamao,kamao,verb,"An extinct bird of Hawaii, Myadestes myadestinus.",,,https://en.wiktionary.org/wiki/kamao,wiktionary,
kaon,kaon,verb,"(particle physics) any of four unstable subatomic particles, mesons, they are a combination of a strange quark or antiquark and either an up or down quark or antiquark K0: strange quark + down antiquark K0* (antiparticle of K0): down quark + strange antiquark K+: strange quark + up antiquark K- (antiparticle of K+): up quark + strange antiquark",,,https://en.wiktionary.org/wiki/kaon,wiktionary,
kapay,kapay,verb,crazy; insane,,,https://en.wiktionary.org/wiki/kapay,wiktionary,
kasal,kasal,verb,charcoal,,,https://en.wiktionary.org/wiki/kasal,wiktionary,
kasla,kasla,verb,imperative passive of kasál,,,https://en.wiktionary.org/wiki/kasla,wiktionary,
kaulangan,kaulangan,verb,handicap,,,https://en.wiktionary.org/wiki/kaulangan,wiktionary,
kawing,kawing,verb,present participle and gerund of kaw,,,https://en.wiktionary.org/wiki/kawing,wiktionary,
kinam,kinam,verb,taste,,,https://en.wiktionary.org/wiki/kinam,wiktionary,
kinaw,kinaw,verb,"glisten, shine, sparkle",,,https://en.wiktionary.org/wiki/kinaw,wiktionary,
kinot,kinot,verb,nominative plural of kino,,,https://en.wiktionary.org/wiki/kinot,wiktionary,
kita,kita,verb,we (inclusive),,,https://en.wiktionary.org/wiki/kita,wiktionary,
lag-it,lag-it,verb,"cheat, imposter, sneak, swindler, trickster",,,https://en.wiktionary.org/wiki/lag-it,wiktionary,
laham,laham,verb,"to touch, feel",,,https://en.wiktionary.org/wiki/laham,wiktionary,
lakon,lakon,verb,genitive singular of lakko,,,https://en.wiktionary.org/wiki/lakon,wiktionary,
lakum,lakum,verb,to deceive; to cheat; to swindle,,,https://en.wiktionary.org/wiki/lakum,wiktionary,
lala,lala,verb,Alternative form of ilala.,,,https://en.wiktionary.org/wiki/lala,wiktionary,
lala-lala,lala-lala,verb,diminutive of lála,,,https://en.wiktionary.org/wiki/lala-lala,wiktionary,
lansang,lansang,verb,nail (metal pin),,,https://en.wiktionary.org/wiki/lansang,wiktionary,
laplap,laplap,verb,to drive out; to chase away; to drive,,,https://en.wiktionary.org/wiki/laplap,wiktionary,
lapuyot,lapuyot,verb,"thick, condensed, coagulated",,,https://en.wiktionary.org/wiki/lapuyot,wiktionary,
laum,laum,verb,alternative form of laom,,,https://en.wiktionary.org/wiki/laum,wiktionary,
law-ay,law-ay,verb,vulgar; debased,,,https://en.wiktionary.org/wiki/law-ay,wiktionary,
layi,layi,verb,adultery,,,https://en.wiktionary.org/wiki/layi,wiktionary,
